Date,Vehicle body type,Motive power,Count
2015-08-01T00:00:00.000,Motorcycle,Petrol,10983
2015-08-01T00:00:00.000,Motorcycle,Electric,7
2015-08-01T00:00:00.000,Heavy Vehicle,,411
2015-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-08-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-08-01T00:00:00.000,Heavy Vehicle,Diesel,2456
2015-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-08-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-08-01T00:00:00.000,Light Vehicle,Solar,1
2015-08-01T00:00:00.000,Motorcycle,Other,2
2015-08-01T00:00:00.000,Motorcycle,Diesel,2
2015-08-01T00:00:00.000,Light Vehicle,,39326
2015-09-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-09-01T00:00:00.000,Light Vehicle,,39481
2015-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2172
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,12
2015-09-01T00:00:00.000,Light Vehicle,Petrol,218615
2015-09-01T00:00:00.000,Light Vehicle,Other,173
2015-09-01T00:00:00.000,Light Vehicle,LPG,1294
2015-09-01T00:00:00.000,Light Vehicle,Hybrid,1569
2015-09-01T00:00:00.000,Light Vehicle,Electric,137
2015-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-09-01T00:00:00.000,Light Vehicle,Diesel,38252
2015-09-01T00:00:00.000,Light Vehicle,CNG,7
2015-09-01T00:00:00.000,Motorcycle,,16
2015-09-01T00:00:00.000,Motorcycle,Petrol,11579
2015-09-01T00:00:00.000,Motorcycle,Electric,7
2015-09-01T00:00:00.000,Heavy Vehicle,,421
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol,24
2015-09-01T00:00:00.000,Heavy Vehicle,Diesel,2438
2015-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-09-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-09-01T00:00:00.000,Light Vehicle,Solar,1
2015-09-01T00:00:00.000,Motorcycle,Diesel,1
2015-09-01T00:00:00.000,Motorcycle,Other,2
2015-09-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-09-01T00:00:00.000,Light Vehicle,,39481
2015-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2172
2015-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,12
2015-09-01T00:00:00.000,Light Vehicle,Petrol,218615
2015-09-01T00:00:00.000,Light Vehicle,Other,173
2015-09-01T00:00:00.000,Light Vehicle,LPG,1294
2015-09-01T00:00:00.000,Light Vehicle,Hybrid,1569
2015-09-01T00:00:00.000,Light Vehicle,Electric,137
2015-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-09-01T00:00:00.000,Light Vehicle,Diesel,38252
2015-09-01T00:00:00.000,Light Vehicle,CNG,7
2015-09-01T00:00:00.000,Motorcycle,,16
2015-09-01T00:00:00.000,Motorcycle,Petrol,11579
2015-09-01T00:00:00.000,Motorcycle,Electric,7
2015-09-01T00:00:00.000,Heavy Vehicle,,421
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-09-01T00:00:00.000,Heavy Vehicle,Petrol,24
2015-09-01T00:00:00.000,Heavy Vehicle,Diesel,2438
2015-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-09-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-09-01T00:00:00.000,Light Vehicle,Solar,1
2015-09-01T00:00:00.000,Motorcycle,Diesel,1
2015-09-01T00:00:00.000,Motorcycle,Other,2
2015-10-01T00:00:00.000,Heavy Vehicle,,415
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,13
2015-10-01T00:00:00.000,Light Vehicle,Petrol,218330
2015-10-01T00:00:00.000,Light Vehicle,Other,166
2015-10-01T00:00:00.000,Light Vehicle,LPG,1274
2015-10-01T00:00:00.000,Light Vehicle,Hybrid,1594
2015-10-01T00:00:00.000,Light Vehicle,Electric,141
2015-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-10-01T00:00:00.000,Light Vehicle,Diesel,38447
2015-10-01T00:00:00.000,Light Vehicle,CNG,7
2015-10-01T00:00:00.000,Motorcycle,,16
2015-10-01T00:00:00.000,Motorcycle,Petrol,12144
2015-10-01T00:00:00.000,Motorcycle,Electric,7
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2138
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol,25
2015-10-01T00:00:00.000,Heavy Vehicle,Diesel,2442
2015-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-10-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-10-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-10-01T00:00:00.000,Light Vehicle,Solar,1
2015-10-01T00:00:00.000,Light Vehicle,,39516
2015-10-01T00:00:00.000,Motorcycle,Diesel,1
2015-10-01T00:00:00.000,Motorcycle,Other,2
2015-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-10-01T00:00:00.000,Heavy Vehicle,,415
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,13
2015-10-01T00:00:00.000,Light Vehicle,Petrol,218330
2015-10-01T00:00:00.000,Light Vehicle,Other,166
2015-10-01T00:00:00.000,Light Vehicle,LPG,1274
2015-10-01T00:00:00.000,Light Vehicle,Hybrid,1594
2015-10-01T00:00:00.000,Light Vehicle,Electric,141
2015-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-10-01T00:00:00.000,Light Vehicle,Diesel,38447
2015-10-01T00:00:00.000,Light Vehicle,CNG,7
2015-10-01T00:00:00.000,Motorcycle,,16
2015-10-01T00:00:00.000,Motorcycle,Petrol,12144
2015-10-01T00:00:00.000,Motorcycle,Electric,7
2015-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2138
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-10-01T00:00:00.000,Heavy Vehicle,Petrol,25
2015-10-01T00:00:00.000,Heavy Vehicle,Diesel,2442
2015-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-10-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-10-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-10-01T00:00:00.000,Light Vehicle,Solar,1
2015-10-01T00:00:00.000,Light Vehicle,,39516
2015-10-01T00:00:00.000,Motorcycle,Diesel,1
2015-10-01T00:00:00.000,Motorcycle,Other,2
2015-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-11-01T00:00:00.000,Light Vehicle,LPG,1265
2015-11-01T00:00:00.000,Light Vehicle,,39569
2015-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2119
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-11-01T00:00:00.000,Light Vehicle,Petrol,218674
2015-11-01T00:00:00.000,Light Vehicle,Other,168
2015-11-01T00:00:00.000,Light Vehicle,Hybrid,1603
2015-11-01T00:00:00.000,Light Vehicle,Electric,147
2015-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-11-01T00:00:00.000,Light Vehicle,Diesel,38829
2015-11-01T00:00:00.000,Light Vehicle,CNG,7
2015-11-01T00:00:00.000,Motorcycle,,16
2015-11-01T00:00:00.000,Motorcycle,Petrol,12393
2015-11-01T00:00:00.000,Motorcycle,Electric,7
2015-11-01T00:00:00.000,Heavy Vehicle,,421
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-11-01T00:00:00.000,Heavy Vehicle,Diesel,2450
2015-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-11-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-11-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-11-01T00:00:00.000,Light Vehicle,Solar,1
2015-11-01T00:00:00.000,Motorcycle,Other,1
2015-11-01T00:00:00.000,Motorcycle,Diesel,1
2015-11-01T00:00:00.000,Light Vehicle,LPG,1265
2015-11-01T00:00:00.000,Light Vehicle,,39569
2015-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,17
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2119
2015-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-11-01T00:00:00.000,Light Vehicle,Petrol,218674
2015-11-01T00:00:00.000,Light Vehicle,Other,168
2015-11-01T00:00:00.000,Light Vehicle,Hybrid,1603
2015-11-01T00:00:00.000,Light Vehicle,Electric,147
2015-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-11-01T00:00:00.000,Light Vehicle,Diesel,38829
2015-11-01T00:00:00.000,Light Vehicle,CNG,7
2015-11-01T00:00:00.000,Motorcycle,,16
2015-11-01T00:00:00.000,Motorcycle,Petrol,12393
2015-11-01T00:00:00.000,Motorcycle,Electric,7
2015-11-01T00:00:00.000,Heavy Vehicle,,421
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-11-01T00:00:00.000,Heavy Vehicle,Diesel,2450
2015-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-11-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-11-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-11-01T00:00:00.000,Light Vehicle,Solar,1
2015-11-01T00:00:00.000,Motorcycle,Other,1
2015-11-01T00:00:00.000,Motorcycle,Diesel,1
2015-12-01T00:00:00.000,Light Vehicle,,39624
2015-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2086
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-12-01T00:00:00.000,Light Vehicle,Petrol,219006
2015-12-01T00:00:00.000,Light Vehicle,Other,169
2015-12-01T00:00:00.000,Light Vehicle,LPG,1250
2015-12-01T00:00:00.000,Light Vehicle,Hybrid,1625
2015-12-01T00:00:00.000,Light Vehicle,Electric,160
2015-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-12-01T00:00:00.000,Light Vehicle,Diesel,39243
2015-12-01T00:00:00.000,Light Vehicle,CNG,7
2015-12-01T00:00:00.000,Motorcycle,,12
2015-12-01T00:00:00.000,Motorcycle,Petrol,12523
2015-12-01T00:00:00.000,Motorcycle,Electric,7
2015-12-01T00:00:00.000,Heavy Vehicle,,423
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-12-01T00:00:00.000,Heavy Vehicle,Diesel,2449
2015-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-12-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-12-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-12-01T00:00:00.000,Light Vehicle,Solar,1
2015-12-01T00:00:00.000,Motorcycle,Other,1
2015-12-01T00:00:00.000,Light Vehicle,,39624
2015-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2086
2015-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,9
2015-12-01T00:00:00.000,Light Vehicle,Petrol,219006
2015-12-01T00:00:00.000,Light Vehicle,Other,169
2015-12-01T00:00:00.000,Light Vehicle,LPG,1250
2015-12-01T00:00:00.000,Light Vehicle,Hybrid,1625
2015-12-01T00:00:00.000,Light Vehicle,Electric,160
2015-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-12-01T00:00:00.000,Light Vehicle,Diesel,39243
2015-12-01T00:00:00.000,Light Vehicle,CNG,7
2015-12-01T00:00:00.000,Motorcycle,,12
2015-12-01T00:00:00.000,Motorcycle,Petrol,12523
2015-12-01T00:00:00.000,Motorcycle,Electric,7
2015-12-01T00:00:00.000,Heavy Vehicle,,423
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-12-01T00:00:00.000,Heavy Vehicle,Petrol,26
2015-12-01T00:00:00.000,Heavy Vehicle,Diesel,2449
2015-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-12-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-12-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-12-01T00:00:00.000,Light Vehicle,Solar,1
2015-12-01T00:00:00.000,Motorcycle,Other,1
2016-01-01T00:00:00.000,Motorcycle,,15
2016-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2058
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,7
2016-01-01T00:00:00.000,Light Vehicle,Petrol,219116
2016-01-01T00:00:00.000,Light Vehicle,Other,167
2016-01-01T00:00:00.000,Light Vehicle,LPG,1239
2016-01-01T00:00:00.000,Light Vehicle,Hybrid,1656
2016-01-01T00:00:00.000,Light Vehicle,Electric,162
2016-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-01-01T00:00:00.000,Light Vehicle,Diesel,39532
2016-01-01T00:00:00.000,Light Vehicle,CNG,7
2016-01-01T00:00:00.000,Light Vehicle,,39742
2016-01-01T00:00:00.000,Motorcycle,Petrol,12519
2016-01-01T00:00:00.000,Motorcycle,Electric,7
2016-01-01T00:00:00.000,Heavy Vehicle,,421
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol,28
2016-01-01T00:00:00.000,Heavy Vehicle,Diesel,2456
2016-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-01-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-01-01T00:00:00.000,Light Vehicle,Solar,1
2016-01-01T00:00:00.000,Motorcycle,Other,2
2016-01-01T00:00:00.000,Motorcycle,,15
2016-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,19
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2058
2016-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,7
2016-01-01T00:00:00.000,Light Vehicle,Petrol,219116
2016-01-01T00:00:00.000,Light Vehicle,Other,167
2016-01-01T00:00:00.000,Light Vehicle,LPG,1239
2016-01-01T00:00:00.000,Light Vehicle,Hybrid,1656
2016-01-01T00:00:00.000,Light Vehicle,Electric,162
2016-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-01-01T00:00:00.000,Light Vehicle,Diesel,39532
2016-01-01T00:00:00.000,Light Vehicle,CNG,7
2016-01-01T00:00:00.000,Light Vehicle,,39742
2016-01-01T00:00:00.000,Motorcycle,Petrol,12519
2016-01-01T00:00:00.000,Motorcycle,Electric,7
2016-01-01T00:00:00.000,Heavy Vehicle,,421
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-01-01T00:00:00.000,Heavy Vehicle,Petrol,28
2016-01-01T00:00:00.000,Heavy Vehicle,Diesel,2456
2016-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-01-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-01-01T00:00:00.000,Light Vehicle,Solar,1
2016-01-01T00:00:00.000,Motorcycle,Other,2
2016-02-01T00:00:00.000,Motorcycle,,16
2016-02-01T00:00:00.000,Light Vehicle,,39822
2016-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2040
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,6
2016-02-01T00:00:00.000,Light Vehicle,Petrol,219340
2016-02-01T00:00:00.000,Light Vehicle,Other,165
2016-02-01T00:00:00.000,Light Vehicle,LPG,1253
2016-02-01T00:00:00.000,Light Vehicle,Hybrid,1679
2016-02-01T00:00:00.000,Light Vehicle,Electric,164
2016-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,23
2016-02-01T00:00:00.000,Light Vehicle,Diesel,39943
2016-02-01T00:00:00.000,Light Vehicle,CNG,6
2016-02-01T00:00:00.000,Motorcycle,Petrol,12696
2016-02-01T00:00:00.000,Motorcycle,Electric,7
2016-02-01T00:00:00.000,Heavy Vehicle,,421
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-02-01T00:00:00.000,Heavy Vehicle,Diesel,2460
2016-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-02-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-02-01T00:00:00.000,Motorcycle,Diesel,1
2016-02-01T00:00:00.000,Motorcycle,Other,2
2016-02-01T00:00:00.000,Light Vehicle,Solar,2
2016-02-01T00:00:00.000,Motorcycle,,16
2016-02-01T00:00:00.000,Light Vehicle,,39822
2016-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2040
2016-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,6
2016-02-01T00:00:00.000,Light Vehicle,Petrol,219340
2016-02-01T00:00:00.000,Light Vehicle,Other,165
2016-02-01T00:00:00.000,Light Vehicle,LPG,1253
2016-02-01T00:00:00.000,Light Vehicle,Hybrid,1679
2016-02-01T00:00:00.000,Light Vehicle,Electric,164
2016-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,23
2016-02-01T00:00:00.000,Light Vehicle,Diesel,39943
2016-02-01T00:00:00.000,Light Vehicle,CNG,6
2016-02-01T00:00:00.000,Motorcycle,Petrol,12696
2016-02-01T00:00:00.000,Motorcycle,Electric,7
2016-02-01T00:00:00.000,Heavy Vehicle,,421
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-02-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-02-01T00:00:00.000,Heavy Vehicle,Diesel,2460
2016-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-02-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-02-01T00:00:00.000,Motorcycle,Diesel,1
2016-02-01T00:00:00.000,Motorcycle,Other,2
2016-02-01T00:00:00.000,Light Vehicle,Solar,2
2016-03-01T00:00:00.000,Light Vehicle,,39726
2016-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2025
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,5
2016-03-01T00:00:00.000,Light Vehicle,Petrol,219661
2016-03-01T00:00:00.000,Light Vehicle,Other,167
2016-03-01T00:00:00.000,Light Vehicle,LPG,1244
2016-03-01T00:00:00.000,Light Vehicle,Hybrid,1704
2016-03-01T00:00:00.000,Light Vehicle,Electric,170
2016-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-03-01T00:00:00.000,Light Vehicle,Diesel,40353
2016-03-01T00:00:00.000,Light Vehicle,CNG,6
2016-03-01T00:00:00.000,Motorcycle,,17
2016-03-01T00:00:00.000,Motorcycle,Petrol,12504
2016-03-01T00:00:00.000,Motorcycle,Electric,7
2016-03-01T00:00:00.000,Heavy Vehicle,,420
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-03-01T00:00:00.000,Heavy Vehicle,Diesel,2459
2016-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-03-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-03-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-03-01T00:00:00.000,Motorcycle,Other,2
2016-03-01T00:00:00.000,Motorcycle,Diesel,2
2016-03-01T00:00:00.000,Light Vehicle,Solar,2
2016-03-01T00:00:00.000,Light Vehicle,,39726
2016-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,23
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,2025
2016-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,5
2016-03-01T00:00:00.000,Light Vehicle,Petrol,219661
2016-03-01T00:00:00.000,Light Vehicle,Other,167
2016-03-01T00:00:00.000,Light Vehicle,LPG,1244
2016-03-01T00:00:00.000,Light Vehicle,Hybrid,1704
2016-03-01T00:00:00.000,Light Vehicle,Electric,170
2016-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2016-03-01T00:00:00.000,Light Vehicle,Diesel,40353
2016-03-01T00:00:00.000,Light Vehicle,CNG,6
2016-03-01T00:00:00.000,Motorcycle,,17
2016-03-01T00:00:00.000,Motorcycle,Petrol,12504
2016-03-01T00:00:00.000,Motorcycle,Electric,7
2016-03-01T00:00:00.000,Heavy Vehicle,,420
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-03-01T00:00:00.000,Heavy Vehicle,Petrol,29
2016-03-01T00:00:00.000,Heavy Vehicle,Diesel,2459
2016-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-03-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-03-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-03-01T00:00:00.000,Motorcycle,Other,2
2016-03-01T00:00:00.000,Motorcycle,Diesel,2
2016-03-01T00:00:00.000,Light Vehicle,Solar,2
2016-04-01T00:00:00.000,Motorcycle,Petrol,12100
2016-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1983
2016-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,5
2016-04-01T00:00:00.000,Light Vehicle,Petrol,218892
2016-04-01T00:00:00.000,Light Vehicle,Other,166
2016-04-01T00:00:00.000,Light Vehicle,LPG,1224
2016-04-01T00:00:00.000,Light Vehicle,Hybrid,1728
2016-04-01T00:00:00.000,Light Vehicle,Electric,172
2016-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2016-04-01T00:00:00.000,Light Vehicle,Diesel,40606
2016-04-01T00:00:00.000,Light Vehicle,CNG,6
2016-04-01T00:00:00.000,Motorcycle,,17
2016-04-01T00:00:00.000,Light Vehicle,,39604
2016-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,24
2016-04-01T00:00:00.000,Motorcycle,Electric,7
2016-04-01T00:00:00.000,Heavy Vehicle,,426
2016-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2016-04-01T00:00:00.000,Heavy Vehicle,Diesel,2440
2016-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-04-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-04-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-04-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-04-01T00:00:00.000,Motorcycle,Other,2
2016-04-01T00:00:00.000,Motorcycle,Diesel,2
2016-04-01T00:00:00.000,Light Vehicle,Solar,2
2016-04-01T00:00:00.000,Motorcycle,Petrol,12100
2016-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1983
2016-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,5
2016-04-01T00:00:00.000,Light Vehicle,Petrol,218892
2016-04-01T00:00:00.000,Light Vehicle,Other,166
2016-04-01T00:00:00.000,Light Vehicle,LPG,1224
2016-04-01T00:00:00.000,Light Vehicle,Hybrid,1728
2016-04-01T00:00:00.000,Light Vehicle,Electric,172
2016-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2016-04-01T00:00:00.000,Light Vehicle,Diesel,40606
2016-04-01T00:00:00.000,Light Vehicle,CNG,6
2016-04-01T00:00:00.000,Motorcycle,,17
2016-04-01T00:00:00.000,Light Vehicle,,39604
2016-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,24
2016-04-01T00:00:00.000,Motorcycle,Electric,7
2016-04-01T00:00:00.000,Heavy Vehicle,,426
2016-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2016-04-01T00:00:00.000,Heavy Vehicle,Diesel,2440
2016-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-04-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-04-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-04-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-04-01T00:00:00.000,Motorcycle,Other,2
2016-04-01T00:00:00.000,Motorcycle,Diesel,2
2016-04-01T00:00:00.000,Light Vehicle,Solar,2
2016-05-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-05-01T00:00:00.000,Light Vehicle,,39529
2016-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,25
2016-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1943
2016-05-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2016-05-01T00:00:00.000,Light Vehicle,Petrol,219312
2016-05-01T00:00:00.000,Light Vehicle,Other,165
2016-05-01T00:00:00.000,Light Vehicle,LPG,1211
